EPOCH                             DENSITY   TEMPERATURE        VR_RTN        VT_RTN        VN_RTN
dd-mm-yyyy hh:mm:ss.mil.mic         cm^-3            eV          km/s          km/s          km/s
06-09-2022 02:20:33.564.832       2.65517       26.2189       473.533       20.7117       30.6428
06-09-2022 02:20:37.564.839       2.77230       26.3302       482.125       23.3115       34.3628
06-09-2022 02:20:41.564.846       2.43627       24.0665       468.924       25.2272       32.5582
06-09-2022 02:20:45.564.853       2.38779       22.5891       469.295       28.9164       33.9286
06-09-2022 02:20:49.564.860       2.32020       23.0044       468.777       24.2335       36.6314
06-09-2022 02:20:53.564.867       3.99136       82.8557       407.688       33.4373       80.9289
06-09-2022 02:20:57.564.873       2.56881       24.6021       463.181       27.8500       31.9164
06-09-2022 02:21:01.564.880       2.71601       41.9723       439.872       26.5654       26.7517
06-09-2022 02:21:05.564.887       2.36860       29.3008       466.242       26.9030       26.2188
06-09-2022 02:21:09.564.894       2.82807       33.9673       456.615       29.0951       28.0888
06-09-2022 02:21:13.564.901       2.58074       42.9134       440.511       29.9848       14.4921
06-09-2022 02:21:17.564.908       2.27513       19.0487       471.471       19.1774       23.2955
06-09-2022 02:21:21.564.915       2.36481       24.2014       458.568       23.3191       27.8653
06-09-2022 02:21:25.564.922       2.32597       21.3764       465.769       19.4116       26.8196
06-09-2022 02:21:29.564.929       2.92258       36.9105       467.454       26.0280       21.2184
06-09-2022 02:21:33.564.936       2.49409       24.3050       461.601       20.1965       29.4384
06-09-2022 02:21:37.564.943       2.39397       24.4399       464.024       21.0314       26.6759
06-09-2022 02:21:41.564.950       2.83738       48.7250       431.037       39.8201       10.1069
06-09-2022 02:21:45.564.957       2.54467       23.8684       474.538       24.5494       29.4992
06-09-2022 02:21:49.564.964       2.49113       29.8598       454.641       21.9695       21.7263
06-09-2022 02:21:53.564.971       2.72292       23.8554       478.093       24.7753       33.3151
06-09-2022 02:21:57.564.978       2.52282       26.0415       474.634       23.1931       27.0357
06-09-2022 02:22:01.564.985       2.53310       23.2025       475.782       19.4188       26.6666
06-09-2022 02:22:05.564.992       2.53053       30.7936       460.883       33.9543       19.2962
06-09-2022 02:22:09.564.999       2.82728       41.5965       450.293       25.9012       14.7408
06-09-2022 02:22:13.565.006       2.41854       20.1006       467.499       19.3274       23.6222
06-09-2022 02:22:17.565.013       4.84308       90.0819       350.858       21.6822       93.9756
06-09-2022 02:22:21.565.020       2.66836       31.0051       453.517       26.1861       20.2210
06-09-2022 02:22:25.565.027       2.83832       31.9751       454.074       32.1151       21.1190
06-09-2022 02:22:29.565.034       2.45636       30.4379       450.915       21.2979       21.6203
06-09-2022 02:22:33.565.041       2.88102       42.8286       452.307       30.9856       17.5964
06-09-2022 02:22:37.565.048       2.57737       26.4926       465.050       30.5455       26.8204
06-09-2022 02:22:41.565.054       2.54869       38.6241       444.247       25.1269       14.5350
06-09-2022 02:22:45.565.061       2.48123       26.1203       462.095       22.2774       30.5820
06-09-2022 02:22:49.565.068       2.80073       32.5354       463.992       22.2759       26.3332
06-09-2022 02:22:53.565.075       2.55122       33.3425       464.230       19.3287       33.7947
06-09-2022 02:22:57.565.082       2.63891       28.3312       469.750       25.3551       30.9841
06-09-2022 02:23:01.565.089       2.65622       23.1991       467.622       22.2150       30.0632
06-09-2022 02:23:05.565.096       3.05321       47.6158       443.236       33.7447       15.2875
06-09-2022 02:23:09.565.103       2.56390       25.0679       468.446       24.4054       31.2649
06-09-2022 02:23:13.565.110       2.58631       30.7914       459.738       25.0737       25.3242
06-09-2022 02:23:17.565.117       2.29665       23.0625       453.931       23.6621       27.8577
06-09-2022 02:23:21.565.124       2.79921       24.8956       458.514       26.5567       25.1130
06-09-2022 02:23:25.565.131       2.49264       25.9980       452.519       27.2994       21.8269
06-09-2022 02:23:29.565.138       2.84558       40.6507       441.922       28.6862       23.8813
06-09-2022 02:23:33.565.145       2.86435       46.3722       453.329       24.8293       16.9375
06-09-2022 02:23:37.565.152       2.27933       24.6436       457.081       23.2965       31.2049
06-09-2022 02:23:41.565.159       2.48858       31.0063       467.302       23.3507       22.8390
06-09-2022 02:23:45.565.166       3.38783       124.214       476.333       17.4058       128.443
06-09-2022 02:23:49.565.173       2.52923       32.0066       453.083       30.7895       30.4799
06-09-2022 02:23:53.565.180       2.69463       36.4947       436.881       30.2531       19.4005
06-09-2022 02:23:57.565.187       2.69361       27.7619       449.396       35.4197       27.4369
06-09-2022 02:24:01.565.194       2.86333       25.8034       455.384       33.4808       26.4588
06-09-2022 02:24:05.565.201       2.80689       27.5433       456.329       25.7569       26.9998
06-09-2022 02:24:09.565.208       2.89606       39.1949       432.423       41.9823       19.4569
06-09-2022 02:24:13.565.215       2.75953       29.7347       453.318       22.4850       28.4641
06-09-2022 02:24:17.565.222       2.89890       26.5365       457.567       27.9320       31.4004
06-09-2022 02:24:21.565.228       2.69437       23.6628       466.022       32.0818       32.8685
06-09-2022 02:24:25.565.235       2.71460       27.7080       450.452       30.3708       34.4998
06-09-2022 02:24:29.565.242       2.47563       22.7473       453.781       34.4757       29.9174
06-09-2022 02:24:33.565.249       2.44330       23.6341       468.774       33.7482       30.9562
06-09-2022 02:24:37.565.256       3.03855       27.8884       468.784       33.4144       38.3617
06-09-2022 02:24:41.565.263       2.80376       35.7337       467.306       31.6802       23.2595
06-09-2022 02:24:45.565.270       3.17390       47.9569       443.871       30.1133       13.0413
06-09-2022 02:24:49.565.277       2.65025       22.7472       458.722       31.0163       26.7813
06-09-2022 02:24:53.565.284       2.73296       31.3945       450.925       24.5775       16.3077
06-09-2022 02:24:57.565.291       2.84351       46.8186       417.997       39.3990       8.36244
06-09-2022 02:25:01.565.298       2.82955       24.6316       465.558       24.9458       25.0995
06-09-2022 02:25:05.565.305       3.10064       49.8116       426.572       37.7694      -2.72320
06-09-2022 02:25:09.565.312       2.68016       32.0876       451.597       27.1559       20.1362
06-09-2022 02:25:13.565.319       3.89225       84.0423       406.441       16.3224       105.934
06-09-2022 02:25:17.565.326       2.57019       31.1594       443.814       28.3903       19.6238
06-09-2022 02:25:21.565.333       2.65902       42.5740       454.669       27.4114       15.1935
06-09-2022 02:25:25.565.340       2.34490       27.6785       456.932       27.7898       23.2426
06-09-2022 02:25:29.565.347       2.51097       21.7810       460.897       24.7654       31.3290
06-09-2022 02:25:33.565.354       2.83665       48.3074       438.184       29.0928       10.1382
06-09-2022 02:25:37.565.361       2.90067       45.3480       428.899       41.4696       19.0284
06-09-2022 02:25:41.565.368       2.81087       39.1164       452.613       33.4590       34.7624
06-09-2022 02:25:45.565.375       3.05700       47.1864       451.875       35.2347       25.4644
06-09-2022 02:25:49.565.382       2.75718       33.9156       452.500       32.1774       32.7568
06-09-2022 02:25:53.565.389       2.90353       37.0650       445.175       46.3712       29.6416
06-09-2022 02:25:57.565.395       2.62674       29.1823       465.669       32.5463       35.5493
06-09-2022 02:26:01.565.402       3.58653       56.6912       415.949       48.3984       6.27327
06-09-2022 02:26:05.565.409       2.49823       28.2146       460.996       30.8400       27.1416
06-09-2022 02:26:09.565.416       3.13388       48.9958       426.839       41.9482       15.7109
06-09-2022 02:26:13.565.423       2.26505       21.0984       453.845       19.3307       36.9284
06-09-2022 02:26:17.565.430       2.57520       38.8351       448.630       24.9633       24.4415
06-09-2022 02:26:21.565.437       2.75922       47.1782       428.921       16.1748       20.9766
06-09-2022 02:26:25.565.444       2.38559       26.2029       463.799       11.1495       37.4333
06-09-2022 02:26:29.565.451       3.21395       77.7025       425.125       8.90302       98.8285
06-09-2022 02:26:33.565.458       2.50570       37.0033       461.730       19.4149       29.1576
06-09-2022 02:26:37.565.465       2.43146       33.5602       450.880       20.3604       27.6363
06-09-2022 02:26:41.565.472       4.38060       96.8340       375.975       18.5923       67.1560
06-09-2022 02:26:45.565.479       3.14281       62.7911       436.697       32.3795       11.7770
06-09-2022 02:26:49.565.486       3.11938       52.6658       435.047       36.1185       12.8773
06-09-2022 02:26:53.565.493       2.66062       27.7581       463.822       12.8661       33.1826
06-09-2022 02:26:57.565.500       2.85917       58.2500       436.245       13.4556       10.0096
06-09-2022 02:27:01.565.507       2.32834       36.6268       452.902       17.9401       19.8461
06-09-2022 02:27:05.565.514       2.34838       25.2859       469.163       9.66350       34.8572
06-09-2022 02:27:09.565.521       2.59080       38.3918       455.004       19.1817       27.9579
06-09-2022 02:27:13.565.528       2.07550       22.4692       459.251       4.57503       36.7619
06-09-2022 02:27:17.565.535       2.96740       49.7879       449.885       16.0145       21.3121
06-09-2022 02:27:21.565.542       2.36424       23.9599       469.542       13.8376       35.5752
06-09-2022 02:27:25.565.549       2.34238       32.2330       443.548       11.1603       26.3385
06-09-2022 02:27:29.565.556       2.71746       39.7029       446.186       9.03445       33.9929
06-09-2022 02:27:33.565.563       3.46135       95.6597       444.266       4.27343       126.599
06-09-2022 02:27:37.565.570       2.48595       28.3994       465.198       4.15661       36.1460
06-09-2022 02:27:41.565.576       2.63474       37.8081       443.674       20.4714       22.3809
06-09-2022 02:27:45.565.583       2.56853       31.1377       461.945       13.1927       34.6578
06-09-2022 02:27:49.565.590       2.43616       35.8916       460.608       5.60263       38.7915
06-09-2022 02:27:53.565.597       2.31375       24.1818       452.111       10.5307       36.6687
06-09-2022 02:27:57.565.604       2.50325       31.4402       450.021       13.2737       27.4239
06-09-2022 02:28:01.565.611       2.56867       31.7247       459.814       14.1597       32.0645
06-09-2022 02:28:05.565.618       2.79401       44.8862       431.859       23.8186       20.4876
06-09-2022 02:28:09.565.625       3.06708       62.6201       421.641       28.9655       21.3525
06-09-2022 02:28:13.565.632       2.95453       82.7112       446.614       8.62895       111.859
06-09-2022 02:28:17.565.639       2.13683       22.5677       459.166       10.0436       40.7777
06-09-2022 02:28:21.565.646       2.46734       48.6749       428.018       23.6544       8.21272
06-09-2022 02:28:25.565.653       2.46562       26.6811       462.739       13.1362       35.0575
06-09-2022 02:28:29.565.660       2.50943       35.7378       448.944       19.7179       19.7830
06-09-2022 02:28:33.565.667       2.49994       41.7271       459.013       19.8255       15.3236
06-09-2022 02:28:37.565.674       2.55106       35.8639       447.577       14.7262       30.3643
06-09-2022 02:28:41.565.681       2.46014       37.2757       456.191       12.9495       25.8300
